1,1,2,1,1,1,6,2,19,35,48,13,29,14,2,61,1542,126,57,341,88,16144,5164,5507,5209,5739,17833,13317,19461,52083
1,1,1,1,1,1,2,1,5,6,6,13,29,212,159,38,19,425,1128,22,2765,831,18,156,53308,368,7565,683,36719,297552
1,1,1,1,5,1,2,10,38,4,1,2,7,4,140,414,491,911,488,383,5763,155,4105,21798,25621,37418,122566,27371,14540,257760
1,1,1,1,2,1,1,1,2,2,6,10,80,34,26,38,136,110,4822,150,2350,2919,6572,297,821,1636,453039,5395,9073,1271
1,1,1,1,1,1,1,1,2,1,2,3,155,2,423,104,82,443,454,29,297,3885,3798,5609,14910,15087,24051,53438,140,135098
1,1,1,1,1,1,1,17,2,2,6,9,37,125,203,85,817,37,124,1090,2336,13177,801,5912,23682,741,114491,23480,28482,24052
1,1,1,1,1,1,3,5,1,6,124,71,17,24,436,11,59,21,448,2531,1942,774,12322,6554,63307,1714,116480,140,76481,11677
1,1,1,1,1,1,4,1,11,1,6,33,20,152,22,120,247,272,253,370,6332,3355,27,4730,5861,17558,243710,69734,18342,58610
1,1,1,1,1,1,1,7,2,8,1,140,39,194,330,336,3,1088,1025,1641,15150,1439,1098,8667,20712,14321,61478,44283,77063,687896
1,1,1,1,1,1,1,18,4,5,28,3,257,6,500,119,8,66,557,17,63,5604,2126,4211,16045,24296,5843,25063,23578,4672
1,1,1,1,1,1,4,1,6,1,10,10,76,8,12,1,7,86,1541,146,587,2969,4610,41272,11372,121880,6664,42282,44436,2228
1,1,1,1,1,1,4,4,3,31,10,9,95,21,308,42,233,154,528,197,127,768,6297,2658,7886,1580,3589,23478,958429,206202
1,1,1,1,1,1,1,1,1,3,25,4,17,39,70,295,25,1494,202,815,1374,2100,1240,8237,15212,12808,40097,57650,141177,149186
1,1,1,1,1,1,10,1,5,4,1,12,161,158,310,53,24,50,722,1123,233,7503,515,21717,275,11671,1180,130405,560100,231098
1,1,1,3,1,1,2,1,33,10,4,12,16,2,26,256,102,255,540,132,1239,4480,342,4594,15314,13291,68890,13151,76071,76076
1,1,1,1,1,1,1,1,4,1,2,10,76,10,80,17,79,2,7241,2118,397,1458,114,19662,26992,13913,69333,103635,21857,449937
1,1,1,1,1,1,1,1,3,2,8,2,2,13,12,63,503,187,642,87,5598,3532,2095,5939,11434,23656,16825,33120,14695,665604
1,1,1,1,2,1,3,15,2,2,1,71,52,33,9,23,69,118,4120,950,979,3202,21314,5,7333,15854,1851,91761,364947,2666
1,1,1,1,1,1,2,1,10,42,10,45,3,251,133,39,152,2124,159,1901,4229,1887,6031,2442,1520,5521,102381,16419,10661,4807
1,1,1,1,1,1,2,1,37,3,3,3,4,6,71,26,1376,472,213,1097,91,144,173,1205,3071,1126,13754,14405,706,629402
1,1,1,1,1,1,1,14,4,8,38,61,5,6,414,190,181,37,973,163,5585,1427,1650,3612,24,144856,72004,51408,50107,66488
1,1,1,3,1,6,1,1,13,9,4,62,2,19,14,265,10,31,1189,1076,4844,253,377,33005,14088,2363,6034,4555,134764,53028
1,1,1,1,1,4,1,3,13,4,21,5,1,299,169,156,31,210,462,254,1234,6439,3063,18418,4862,19914,55695,28502,8052,1003
1,1,1,1,1,1,1,2,1,15,5,48,15,6,29,128,146,557,23,375,100,67,1471,24866,7031,3034,85519,12472,46346,86742
1,1,1,1,1,2,1,4,4,10,4,16,8,134,529,183,1548,243,1163,102,4458,1070,5842,3393,49,323,109114,8347,93913,15619
1,1,1,1,1,1,1,1,6,4,59,16,43,7,390,91,767,113,1426,1089,292,12955,1174,5443,157,19875,68549,75517,14071,111730
1,1,1,1,1,3,2,1,1,7,2,71,63,12,84,53,345,325,461,707,229,819,997,15286,57658,1328,94036,15587,278085,2606
1,1,1,1,1,1,1,2,8,1,34,38,175,114,13,70,129,1221,609,198,977,4072,6178,3881,19947,13436,1750,1193,1012,12486
1,1,1,1,2,1,1,23,2,1,26,12,185,6,78,256,246,4753,130,93,5135,6203,2974,1057,3252,761,23319,3161,37299,106928
