1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,4,1,3,6,2,15,2,4,7,16,1,19,12,16,11,2,16,6,16,37,19,14,12,30,21,10,15,7,9,12,2,36,1,9,1,5,16,9,11,50,8,40,2,22,8,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,2,25,3,4,1,3,3,24,5,17,2,5,6,5,1,2,58,7,41,11,5,3,14,1,1,13,17,13,1,9,37,1,11,4,36,17,10,2,1,8,2,4,13,3,5,8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,6,6,1,5,4,7,5,3,2,4,2,4,46,4,1,7,3,33,5,17,3,9,11,31,3,2,8,46,27,19,4,6,2,10,11,28,4,4,12,41,1,3,19,13,60
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,5,3,5,6,1,2,1,5,7,3,7,6,1,28,16,26,8,6,29,6,30,6,9,24,8,8,8,4,3,12,55,25,9,1,3,11,6,20,8,14,5,25,6,31,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,6,5,1,2,3,1,11,6,30,3,13,6,3,3,7,12,19,13,1,2,5,7,37,9,22,2,19,3,2,5,7,9,22,47,11,3,7,2,15,6,12,61,8,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,3,3,3,5,17,8,8,1,80,4,5,2,5,1,2,8,1,7,9,15,18,33,2,3,2,22,32,2,3,2,1,19,10,1,4,3,11,16,27,11,5,8,7,17,6,32,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,6,7,3,1,2,3,3,8,2,2,1,42,7,6,6,12,11,5,5,25,22,6,19,7,4,25,15,21,65,4,10,2,5,4,7,8,13,8,2,2,3,19,3,13,44,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,3,1,3,7,6,7,2,27,9,28,21,42,2,3,9,4,38,7,4,8,4,4,13,1,15,2,26,7,4,25,17,15,27,14,1,13,8,10,1,2,29,1,13,45,15
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,5,1,5,1,1,1,2,5,8,2,7,1,3,3,2,33,8,18,13,2,3,15,5,4,6,19,3,52,37,3,10,56,3,7,12,16,6,6,3,1,3,12,4,3,7,14,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,3,3,1,3,1,1,6,3,35,39,4,3,6,20,1,22,23,11,13,26,4,11,13,1,36,26,2,4,3,23,2,1,26,102,58,13,4,30,7,41,22,22,35,24,6,1,10,13
