1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,6,8,1,5,1,6,35,1,1,2,28,6,2,8,4,9,49,22,19,3,59,243,154,39,23,148,121
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,15,1,2,17,1,1,9,4,7,4,9,81,101,5,1,5,115,45,30,33,102,13,45,4,95,161,99
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,2,1,2,5,4,97,1,2,17,2,4,98,5,44,19,71,8,28,129,70,269,3,112,38,207,373,117,886
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,2,1,1,1,2,1,6,11,2,35,26,9,92,49,27,26,3,3,3,45,4,27,11,6,14,25,25,243,64,45
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,9,8,1,1,9,6,2,1,2,1,1,6,26,1,88,43,27,29,26,155,117,10,46,293,2,14,481
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,5,1,1,1,7,5,1,2,2,2,3,5,6,8,3,4,7,3,35,3,6,15,68,47,55,12,102,20,50,55,187
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,1,1,1,57,4,2,2,45,1,12,8,26,2,21,87,41,10,108,4,48,2,8,31,10,3,39
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,5,2,2,12,1,2,1,5,3,2,45,11,152,8,20,14,2,4,7,73,17,29,19,37,94,250,2,41
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,1,1,2,5,6,10,5,9,76,43,5,5,23,23,70,6,47,2,7,95,1,57,5,2,108,581
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,6,2,1,6,26,5,5,7,7,1,1,1,3,5,11,6,13,44,5,53,199,20,130,22,5,55,133,62,6,362,69
