1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,4,1,2,8,1,10,53,1,9,1,45,22,21,3,33,2,14,1,3,7,7,33,104,158,2,38,1,43,20,47,5,78,41,9,47,2,5,7,5,3,3,21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,3,1,6,19,10,60,10,16,2,40,10,5,15,5,19,28,7,11,38,4,5,23,3,2,35,1,94,5,3,1,19,44,80,9,30,10,25,183,16,13,12,16,41
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,6,3,1,3,21,4,7,13,16,32,21,16,5,1,10,32,36,31,12,96,10,5,50,27,67,1,26,27,67,36,11,33,1,15,49,40,36,4,47,9,9,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,1,1,5,3,9,5,1,13,9,1,2,11,1,3,2,1,60,10,18,9,2,28,9,6,6,42,7,7,133,18,16,4,19,83,51,12,30,23,34,92,48,115,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,4,8,2,2,1,1,2,1,2,5,4,5,19,74,3,132,29,7,6,54,6,22,29,44,62,59,27,2,5,16,14,68,13,30,1,19,27,4,15,64,48,35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,2,1,2,6,2,1,3,2,1,3,5,1,1,1,16,12,3,1,21,2,5,31,11,21,4,2,7,19,3,2,51,1,22,33,4,25,6,1,26,16,13,16,54,9,21,16,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,7,4,3,3,5,7,11,3,23,3,2,5,58,4,25,1,20,21,3,28,16,1,12,32,15,28,9,8,5,13,26,48,2,2,28,12,37,12,3,4,2,77
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,4,1,2,2,1,2,2,6,1,1,2,3,20,1,13,23,11,15,15,23,1,36,10,30,4,8,13,31,37,3,2,1,9,56,22,1,22,36,10,13,68,7,13,89,11,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,4,2,3,3,7,2,1,5,17,1,15,4,9,1,5,1,12,2,61,21,38,35,44,4,28,18,18,6,6,27,7,9,7,17,22,8,23,9,11,43,24,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,9,12,2,6,3,17,2,3,1,2,7,9,2,14,48,51,48,30,10,18,22,57,36,71,58,3,13,18,19,69,2,25,11,21,38,4,31,2,30,58,65,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,1,6,2,5,4,1,2,9,3,4,4,2,2,3,26,3,2,9,48,18,2,8,23,3,48,34,7,39,3,49,32,29,48,32,8,8,8,22,18,8,12,9,6,10,90
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,2,2,3,3,2,9,1,24,4,16,15,15,4,14,7,88,57,38,4,3,41,6,2,84,10,20,24,68,26,5,8,9,1,15,46,42,40,14,55,10,9,67,15,64
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,5,1,10,18,14,3,28,19,86,9,5,25,2,12,12,8,69,3,4,1,36,5,15,26,72,70,7,5,17,12,16,1,7,74,8,45,81
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,7,2,4,5,38,12,9,8,70,2,12,8,27,11,10,17,62,158,15,9,12,1,90,10,29,12,1,9,36,17,10,2,2,97,26,12,9,9,32
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,2,1,6,2,7,8,8,6,13,14,3,40,5,69,22,25,33,5,51,15,4,37,7,3,20,27,9,18,20,77,68,3,2,45,130,112,26,4,4,16,17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,3,4,2,7,26,1,7,3,4,1,5,8,7,8,12,44,20,4,20,20,32,51,19,8,38,6,24,136,13,25,5,13,20,7,4,14,2,61,8,1,9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,2,1,1,2,2,11,1,2,5,1,5,11,1,34,34,103,11,30,43,40,18,11,21,6,8,35,24,12,18,1,25,37,23,37,10,16,12,24,80,63,35,24,3,47
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,1,2,7,2,16,6,68,2,4,1,5,12,4,4,4,10,3,5,38,27,1,5,5,65,15,53,30,13,12,21,61,19,61,10,84,17,46,22,7,28,33,5,45
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,5,3,1,3,1,3,3,5,15,3,1,12,22,6,7,14,7,6,135,7,3,20,29,4,16,94,26,6,29,1,70,15,33,7,2,10,16,18,40,16,14,82,77,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,2,6,16,17,6,4,5,41,13,80,17,37,4,7,2,6,5,28,37,57,2,32,3,6,56,3,1,6,66,45,9,42,13,43,35,16,34
