1,1,1,1,1,3,1,2,3,25,1,27,17,1,89,383,129,719,457,2,2067,1696,19566,2272,43544,55244,2847,16902,66260,15670
1,1,1,1,2,4,1,4,9,84,17,28,84,12,42,523,120,323,906,686,159,57,2940,11949,2748,10798,4126,1010,13635,41128
1,1,2,1,1,3,4,4,2,1,14,2,3,18,116,398,30,19,171,2807,3996,4898,12423,1859,10234,18168,195280,2834,11955,259074
1,1,1,1,1,1,6,2,8,20,13,11,38,63,55,472,476,1166,416,3445,1715,146,4409,20394,518,50830,82804,32679,167303,442932
1,1,1,1,4,1,4,1,11,4,8,12,17,62,17,53,568,42,652,345,738,331,405,5098,7192,14026,5081,73336,191852,16697
1,1,1,1,1,5,1,12,5,7,20,89,55,86,179,62,86,961,2770,127,1762,17662,1542,7870,5920,26191,238678,18226,34182,26486
1,1,1,1,1,4,1,1,1,52,22,33,3,29,519,472,14,77,676,801,1759,7639,486,1135,9093,51575,1179,23723,39916,605956
1,1,1,1,1,1,1,1,2,6,11,20,91,384,4,439,162,156,1206,3723,1506,196,910,1304,43180,546,25513,53130,3070,175
1,1,1,2,3,1,1,2,16,4,7,9,102,37,31,31,43,31,359,1680,308,5385,719,191,18,15816,8891,554482,25876,11039
1,1,1,1,1,6,6,1,21,3,5,4,18,226,92,8,552,1433,516,134,368,52,1694,4522,2710,14275,1002,13253,18335,158238
1,1,1,1,1,5,4,1,1,5,2,8,133,25,84,163,288,1265,412,93,1501,1303,1116,15364,1913,1091,44947,23541,47022,51873
1,1,1,1,1,1,6,2,1,7,1,1,100,4,63,495,65,318,33,2414,4159,159,7839,258,32309,145880,8425,7284,86810,138365
1,1,1,1,2,3,2,12,1,33,1,6,7,13,20,161,344,179,31,390,432,15161,18424,929,1920,33174,16110,805,219224,2791
1,1,1,1,3,1,6,2,12,1,12,73,69,13,5,60,72,304,81,838,11,2145,24433,948,8739,54244,12940,20,2396,91335
1,1,1,1,1,6,2,1,8,6,1,79,7,122,233,427,516,66,574,6357,472,11082,988,385,612,37406,64699,46147,13927,205014
1,1,1,1,2,2,2,4,6,11,5,29,49,12,24,675,17,327,369,2874,31,20,20892,2666,4333,60807,50262,651,137010,98155
1,1,1,1,1,3,8,5,14,8,1,2,11,9,1,106,39,134,321,5083,537,2089,4277,12526,574,58342,20862,80724,66626,96620
1,1,1,1,1,1,6,1,12,3,9,29,5,97,346,34,78,424,302,106,4321,1794,15989,190,37372,276,21204,13080,519059,169822
1,1,1,1,1,11,4,4,13,4,3,63,3,118,53,17,18,335,2381,1442,10881,59,1381,20553,20218,8286,18799,73757,11973,35111
1,1,1,2,1,1,1,17,2,7,43,3,105,33,2,228,229,1000,1237,918,471,494,364,897,29641,2579,54883,135,151705,1451909
1,1,1,1,1,1,3,1,5,22,11,34,8,83,299,181,610,779,590,4227,142,557,6742,2461,19180,19376,67992,70771,127611,25247
1,1,1,1,1,1,20,1,19,11,46,12,3,5,193,72,126,1094,11,93,307,746,97,1741,9465,129,7185,845578,203368,35669
1,1,1,1,1,4,1,16,2,9,56,128,47,22,21,143,147,2479,1203,508,986,636,4402,14190,38474,339,4579,34343,332783,8520
1,1,1,2,3,1,6,1,4,6,1,78,16,22,33,10,104,295,2232,30,427,11222,24063,13224,98638,15196,3586,40267,1416,212365
1,1,1,1,6,8,3,18,18,4,8,8,9,1,16,65,270,154,102,78,569,934,17111,253,35304,31434,140384,178323,25133,5623
1,1,1,1,1,1,1,2,15,62,23,9,6,31,958,23,119,461,218,188,877,2525,16596,4575,95938,13675,67226,6582,72407,730617
1,1,1,1,1,4,1,3,14,7,1,13,103,74,8,229,57,1209,2579,150,41,2707,1898,24942,59403,41174,12578,102525,16806,19010
1,1,1,1,1,3,5,1,9,57,28,25,70,99,711,730,362,76,1135,2518,42,11,2587,187,5849,8720,42722,20988,33331,417927
1,1,1,1,2,7,1,1,54,11,86,68,185,158,57,144,571,69,260,320,2900,99,157,3100,7237,8747,5511,127193,7569,142090
1,1,1,1,1,1,2,12,2,36,4,22,30,62,184,596,233,766,172,306,1695,1755,15964,821,2715,7603,7927,8131,165778,249
1,1,1,1,1,1,1,8,3,1,2,34,21,2,70,43,17,32,74,91,664,1448,4243,1542,37207,10351,46049,18499,6549,505192
1,1,1,4,1,1,1,1,5,6,42,23,129,15,855,31,6,1314,2878,29,45,1032,11322,34451,2152,114417,299466,34380,59619,6521
